utente/$/$/hotel,brec,drec,urec
Richard/$/$/Plaza Hotel and Casino - Las Vegas,0.14,0.86,0.0
Richard/$/$/Holiday Inn Express - Harrisburg East,0.07,0.92,0.01
Richard/$/$/Dallas/fort Worth Marriott Solana,0.14,0.85,0.01
Richard/$/$/Hampton Inn Abilene,0.03,0.96,0.01
Richard/$/$/Tidewater Inn,0.11,0.89,0.0
Richard/$/$/Americas Best Value Inn,0.16,0.84,0.0
Richard/$/$/La Quinta Inn and Suites Nashville Franklin,0.1,0.89,0.01
Richard/$/$/Chelsea Inn,0.67,0.32,0.01
Richard/$/$/Quality Inn,0.1,0.89,0.01
Richard/$/$/Extended Stay America - Raleigh - Cary - Regency Parkway S,0.15,0.84,0.01
Richard/$/$/Jvd Hotels,0.16,0.83,0.01
Richard/$/$/Country Inn & Suites By Carlson,0.21,0.78,0.01
Richard/$/$/Fairfield Inn Saginaw,0.07,0.92,0.01
Richard/$/$/Harrah's Laughlin Hotel and Casino,0.51,0.49,0.0
Richard/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.14,0.85,0.01
Richard/$/$/Hotel Aura Sfo,0.54,0.45,0.01
Richard/$/$/Best Western Plus San Marcos Inn,0.64,0.35,0.01
Richard/$/$/Super 8 Schenect/albany Area,0.53,0.46,0.01
Richard/$/$/Western Inn-glacier Park,0.23,0.77,0.0
Richard/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.08,0.92,0.0
Richard/$/$/Excellence Riviera Cancun - Adults Only - All Inclusive,0.17,0.82,0.01
Richard/$/$/Hyatt Place Pittsburgh Cranberry,0.56,0.43,0.01
Richard/$/$/Best Western Hospitality Hotel and Suites,0.11,0.88,0.01
Richard/$/$/Comfort Inn Birmingham - Irondale,0.54,0.45,0.01
Richard/$/$/Super 8 Madison,0.14,0.85,0.01
Richard/$/$/Ip Casino Resort Spa,0.1,0.9,0.0
Richard/$/$/Super 8 Bradenton Sarasota Area,0.13,0.86,0.01
Richard/$/$/Days Inn North Columbia Ft. Jackson,0.12,0.87,0.01
Richard/$/$/Bayside Resort Hotel,0.18,0.82,0.0
Richard/$/$/Inn At Mendenhall,0.14,0.85,0.01
Richard/$/$/Comfort Inn and Suites Bend,0.1,0.89,0.01
Richard/$/$/La Quinta Inn and Suites Hopkinsville,0.53,0.46,0.01
Richard/$/$/Super 8 Belle Fourche,0.17,0.82,0.01
Richard/$/$/Garden of The Gods Club & Resort,0.01,0.99,0.0
Richard/$/$/Inter-hotel Orl��ans Nord,0.65,0.34,0.01
Richard/$/$/Hampton Inn and Suites Annapolis,0.68,0.31,0.01
Richard/$/$/H��tel Sezz Paris,0.06,0.93,0.01
Richard/$/$/Super 8 Kansas City Airport,0.42,0.57,0.01
Richard/$/$/Campus Inn & Suites Eugene Downtown,0.14,0.85,0.01
Richard/$/$/Travelodge Ruther Glen,0.13,0.85,0.02
Richard/$/$/Hampton Inn Virginia Beach Oceanfront North,0.79,0.21,0.0
Richard/$/$/Fiesta Inn and Suites,0.23,0.77,0.0
Richard/$/$/Arizona Inn of Prescott Valley,0.18,0.81,0.01
Richard/$/$/Microtel Inn and Suites By Wyndham Burlington,0.12,0.87,0.01
Richard/$/$/Quality Inn and Suites Irvine Spectrum,0.12,0.87,0.01
Richard/$/$/Crossland Economy Studios - Lake Charles - Sulphur,0.17,0.82,0.01
Richard/$/$/Candlewood Suites Eugene Springfield,0.0,1.0,0.0
Richard/$/$/Quinta Real Acapulco,0.02,0.97,0.01
Richard/$/$/Sportsmen's Lodge,0.11,0.88,0.01
Richard/$/$/Drury Inn and Suites Columbus Convention Center,0.0,1.0,0.0
Richard/$/$/Red Roof Inn Cedar Rapids,0.19,0.8,0.01
Richard/$/$/Ibis Wuerzburg City,0.07,0.92,0.01
Richard/$/$/Castle Kona Reef,0.55,0.44,0.01
Richard/$/$/Best Western Saint-etienne Aeroport,0.07,0.91,0.02
Richard/$/$/Inturotel Esmeralda Park,0.06,0.93,0.01
Richard/$/$/Knights Inn Carmel Hill,0.48,0.51,0.01
Richard/$/$/Quality Inn Gulfport,0.15,0.84,0.01
Richard/$/$/Residence Inn By Marriott Deptford,0.11,0.88,0.01
christopher/$/$/Hotel Russo Palace,0.0,1.0,0.0
christopher/$/$/Ramada,0.65,0.31,0.04
christopher/$/$/Best Western Hotel De Neuville,0.0,1.0,0.0
christopher/$/$/Courtyard By Marriott Rockaway Mount Arlington,0.0,1.0,0.0
christopher/$/$/Holiday Inn Fond Du Lac,0.0,1.0,0.0
christopher/$/$/Quality Inn Gulfport,0.01,0.96,0.03
christopher/$/$/Holiday Inn Express Hotel and Suites Meadowlands Area,0.0,1.0,0.0
Ulla Kosack/$/$/Hotel Russo Palace,0.04,0.89,0.07
Matthew/$/$/Hotel Russo Palace,0.0,1.0,0.0
Matthew/$/$/Solstice,0.1,0.89,0.01
Matthew/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0,1.0,0.0
Matthew/$/$/Candlewood Suites Huntersville,0.0,0.98,0.02
Matthew/$/$/Plaza Hotel and Casino - Las Vegas,0.05,0.94,0.01
Matthew/$/$/Hampton Inn Bloomington West,0.03,0.95,0.02
Matthew/$/$/Microtel Inn By Wyndham Knoxville,0.63,0.35,0.02
Matthew/$/$/Super 8 Bradenton Sarasota Area,0.04,0.94,0.02
Matthew/$/$/Towneplace Suites Albany University Area,0.01,0.98,0.01
Matthew/$/$/Mccamly Plaza Hotel,0.02,0.96,0.02
Matthew/$/$/Brightwood Inn Country Inn,0.0,0.97,0.03
Matthew/$/$/Quality Inn and Suites Irvine Spectrum,0.61,0.38,0.01
Matthew/$/$/Dockers Inn,0.03,0.95,0.02
Matthew/$/$/The Westin Buckhead,0.0,1.0,0.0
Matthew/$/$/Americas Best Value Inn - Medical Center/airport,0.02,0.96,0.02
Matthew/$/$/Drury Inn and Suites Columbus Convention Center,0.0,1.0,0.0
Matthew/$/$/Best Western Hartford Hotel & Suites,0.03,0.95,0.02
Matthew/$/$/Americas Best Value Inn,0.09,0.91,0.0
Jabs/$/$/Hotel Russo Palace,0.0,1.0,0.0
Andrew/$/$/Hotel Russo Palace,0.01,0.96,0.03
Andrew/$/$/Tryp Dusseldorf Krefeld Hotel,0.0,1.0,0.0
Andrew/$/$/Best Western Plus Arlington North Hotel and Suites,0.02,0.96,0.02
Andrew/$/$/La Quinta Inn and Suites Sunrise,0.01,0.98,0.01
Andrew/$/$/Americas Best Value Inn,0.62,0.38,0.0
Andrew/$/$/Super 8 Kingston,0.14,0.83,0.03
Andrew/$/$/Extended Stay America - Rockford - I-90,0.05,0.93,0.02
Andrew/$/$/Comfort Inn - Springfield,0.07,0.91,0.02
Andrew/$/$/Arion,0.0,1.0,0.0
Andrew/$/$/Fireside Inn Santa Cruz,0.1,0.88,0.02
Andrew/$/$/Grand Hotel Cadenabbia,0.05,0.92,0.03
Andrew/$/$/Anglers Inn,0.08,0.9,0.02
Andrew/$/$/Bayside Resort Hotel,0.07,0.92,0.01
Andrew/$/$/Super 8 Fort Collins,0.02,0.96,0.02
Andrew/$/$/Super 8 Kansas City Airport,0.19,0.79,0.02
Andrew/$/$/Best Western Hartford Hotel & Suites,0.04,0.94,0.02
Andrew/$/$/Casa Del Mar Inn Bandb,0.02,0.96,0.02
Andrew/$/$/Holiday Inn Express & Suites Crossville,0.56,0.42,0.02
Andrew/$/$/Holiday Inn Victorville,0.04,0.94,0.02
Kim/$/$/Hotel Russo Palace,0.01,0.96,0.03
Kim/$/$/Best Western Plus Waterville Grand Hotel,0.06,0.93,0.01
Kim/$/$/Big Mountain Lodge,0.08,0.89,0.03
Kim/$/$/Doubletree By Hilton West Palm Beach Airport,0.0,1.0,0.0
Kim/$/$/Inn At Queen Anne,0.12,0.87,0.01
"Kim/$/$/The Alexandrian, Autograph Collection",0.06,0.94,0.0
Kim/$/$/Hampton Inn New Orleans - Downtown,0.0,1.0,0.0
Kim/$/$/Vista Hotel On Lake Tarpon,0.11,0.88,0.01
Kim/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.08,0.9,0.02
Kim/$/$/Plaza Hotel and Casino - Las Vegas,0.08,0.91,0.01
Kim/$/$/Sombrero Resort and Marina,0.12,0.87,0.01
Kim/$/$/Fireside Inn Santa Cruz,0.09,0.89,0.02
Kim/$/$/Country Inn & Suites By Carlson,0.54,0.45,0.01
Kim/$/$/Hampton Inn Dublin,0.05,0.94,0.01
Kim/$/$/Super 8 Kansas City Airport,0.17,0.81,0.02
Kim/$/$/Microtel Inn and Suites By Wyndham Burlington,0.1,0.89,0.01
Kim/$/$/Holiday Inn Express Hotel and Suites Va Beach Oceanfront,0.0,1.0,0.0
Kim/$/$/Americas Best Value Inn,0.1,0.9,0.0
Kim/$/$/Econo Lodge Miles City,0.04,0.94,0.02
Kim/$/$/Holiday Inn Express & Suites Crossville,0.07,0.91,0.02
Kim/$/$/Holiday Inn Express Hotel and Suites Meadowlands Area,0.04,0.94,0.02
write a review/$/$/Americas Best Value Inn,0.0,1.0,0.0
write a review/$/$/Intermezzo,0.0,1.0,0.0
write a review/$/$/Studio 6,0.0,1.0,0.0
write a review/$/$/Little Paradise Hotel,0.0,1.0,0.0
write a review/$/$/Little Belt Inn Neihart,0.0,1.0,0.0
write a review/$/$/Gresham Area Hotels,0.0,1.0,0.0
write a review/$/$/The Amble Inn,0.0,1.0,0.0
write a review/$/$/The Kingsport Inn,0.0,1.0,0.0
write a review/$/$/Rodeway Inn,0.0,1.0,0.0
write a review/$/$/Kaier Mansion,0.0,1.0,0.0
write a review/$/$/Economy Inn,0.0,1.0,0.0
write a review/$/$/Super 8,0.0,1.0,0.0
write a review/$/$/Mt Gardner Inn,0.0,1.0,0.0
write a review/$/$/North Country Inn B & B,0.0,1.0,0.0
write a review/$/$/Unionport Lodge No 333 F A M,0.0,1.0,0.0
write a review/$/$/Pheasant Manor,0.0,1.0,0.0
write a review/$/$/Americinn Lodge and Suites,0.0,1.0,0.0
write a review/$/$/Knights Inn,0.0,1.0,0.0
write a review/$/$/Truckee Tahoe Htl Larkspur,0.0,1.0,0.0
write a review/$/$/The White House Inn,0.0,1.0,0.0
write a review/$/$/Davison St Guest House,0.0,1.0,0.0
write a review/$/$/Chippewa Hotel,0.0,1.0,0.0
write a review/$/$/Martin Mason Hotel,0.0,1.0,0.0
write a review/$/$/La Quinta,0.0,1.0,0.0
write a review/$/$/Lake Motel,0.0,1.0,0.0
write a review/$/$/Landmark Inn Lakes-mountain Region,0.0,1.0,0.0
write a review/$/$/Noyo Harbor Inn,0.0,1.0,0.0
write a review/$/$/Alyssa's Motel,0.0,1.0,0.0
write a review/$/$/Columbia Gorge Riverside Lodge,0.0,1.0,0.0
write a review/$/$/Cypress Suites,0.0,1.0,0.0
write a review/$/$/Americana Resort Properties,0.0,1.0,0.0
write a review/$/$/Mansfield Plantation Inc,0.0,1.0,0.0
write a review/$/$/Ramada,0.29,0.7,0.01
write a review/$/$/Country Inns Suites,0.0,1.0,0.0
write a review/$/$/Comfort Inn,0.0,1.0,0.0
write a review/$/$/Dead Broke Inn,0.0,1.0,0.0
write a review/$/$/Holiday Inn Express Gatesville,0.0,1.0,0.0
write a review/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.0,1.0,0.0
write a review/$/$/Motel 6,0.0,1.0,0.0
write a review/$/$/The Miner's Inn Motel Restaurant,0.0,1.0,0.0
write a review/$/$/Barber Joyce,0.0,1.0,0.0
write a review/$/$/Sunset Inn-yosemite Cabins,0.0,1.0,0.0
write a review/$/$/Ramada Vandalia,0.0,1.0,0.0
write a review/$/$/Adria Motor Inn,0.0,1.0,0.0
write a review/$/$/Quality Inn and Suites,0.0,1.0,0.0
write a review/$/$/Olde Bridge Inn,0.0,1.0,0.0
write a review/$/$/Old Saco Inn Bed & Breakfast,0.0,1.0,0.0
write a review/$/$/Springhill Suites,0.0,1.0,0.0
write a review/$/$/Body Tuneup,0.0,1.0,0.0
write a review/$/$/Robins Roost Cabins,0.0,1.0,0.0
write a review/$/$/Hampton Inn,0.0,1.0,0.0
write a review/$/$/Briarcliff,0.0,1.0,0.0
write a review/$/$/Days Inn Bangor Airport,0.0,1.0,0.0
write a review/$/$/The Litchfield Inn,0.0,1.0,0.0
write a review/$/$/Boiling Springs Resort Canoe Rental,0.0,1.0,0.0
write a review/$/$/Edgewater Inn & Cottages,0.0,1.0,0.0
write a review/$/$/Intercontinental Hotels Resorts,0.0,1.0,0.0
write a review/$/$/Red Carpet Inn,0.0,1.0,0.0
write a review/$/$/Holiday Inn Express - Harrisburg East,0.0,1.0,0.0
write a review/$/$/Relax Inn,0.0,1.0,0.0
write a review/$/$/Red Fox Motel,0.0,1.0,0.0
write a review/$/$/Leakey Springs Cabins,0.0,1.0,0.0
write a review/$/$/Turf Motel,0.0,1.0,0.0
write a review/$/$/Uptown Motel,0.0,1.0,0.0
write a review/$/$/Spruce Meadow Cabins,0.0,1.0,0.0
write a review/$/$/Bailey Hotel,0.0,1.0,0.0
write a review/$/$/Corey Motel,0.0,1.0,0.0
write a review/$/$/Eden Park Guest House,0.0,1.0,0.0
write a review/$/$/Close For You,0.0,1.0,0.0
write a review/$/$/Whiteface Chalet,0.0,1.0,0.0
write a review/$/$/Stirling City Hotel,0.0,1.0,0.0
write a review/$/$/Worldwide Hospitality Supply Company,0.0,1.0,0.0
write a review/$/$/Comfort Suites South,0.0,1.0,0.0
write a review/$/$/Pavilion Lodge,0.0,1.0,0.0
write a review/$/$/Ritz Hotel,0.0,1.0,0.0
write a review/$/$/Saddleback Motor Inn,0.0,1.0,0.0
write a review/$/$/Canyon Gate Motel,0.0,1.0,0.0
write a review/$/$/Fireside Inn Santa Cruz,0.0,1.0,0.0
write a review/$/$/Bellaire Motel Lodge,0.0,1.0,0.0
write a review/$/$/Atlantic House,0.0,1.0,0.0
write a review/$/$/Frontier Cabins Motel,0.0,1.0,0.0
write a review/$/$/Best Western Holiday Hills,0.0,1.0,0.0
write a review/$/$/Tiffany House Bed & Breakfast,0.0,1.0,0.0
write a review/$/$/Progress Management Co,0.0,1.0,0.0
write a review/$/$/Colonial Motel,0.0,1.0,0.0
write a review/$/$/Extended Stay America Philadelphia - Exton,0.0,1.0,0.0
write a review/$/$/Ihg,0.0,1.0,0.0
write a review/$/$/Midvalley Motel,0.0,1.0,0.0
write a review/$/$/Hampton Inn & Suites Syracuse/carrier Circle,0.0,1.0,0.0
write a review/$/$/Harrah's Laughlin Hotel and Casino,0.28,0.71,0.01
write a review/$/$/Americas Best Value Inn and Suites,0.0,1.0,0.0
write a review/$/$/Inn At The River,0.0,1.0,0.0
write a review/$/$/Sir Walter Raleigh Inns of Greenbelt,0.0,1.0,0.0
write a review/$/$/1785 Inn,0.0,1.0,0.0
write a review/$/$/Hotel Aura Sfo,0.0,1.0,0.0
write a review/$/$/Best Western Plus San Marcos Inn,0.0,1.0,0.0
write a review/$/$/Boardroom Motel,0.0,1.0,0.0
write a review/$/$/Carleton Hotel,0.0,1.0,0.0
write a review/$/$/High Desert Motel,0.0,1.0,0.0
write a review/$/$/Pillar Hotels Resorts,0.0,1.0,0.0
write a review/$/$/Cedar Crest Inn,0.0,1.0,0.0
write a review/$/$/Spring Fountain Motel,0.0,1.0,0.0
write a review/$/$/Shoshone Lodge,0.0,1.0,0.0
write a review/$/$/Quality Inn & Suites - Riverfront,0.0,1.0,0.0
write a review/$/$/Days Inn Suites,0.0,1.0,0.0
write a review/$/$/School House Motel,0.0,1.0,0.0
write a review/$/$/1900 House,0.0,1.0,0.0
write a review/$/$/Super 8 Crete Ne,0.0,1.0,0.0
write a review/$/$/Fairfield Inn Suites Spearfish,0.0,1.0,0.0
write a review/$/$/Candlewood,0.0,1.0,0.0
write a review/$/$/Holiday Inn Express,0.0,1.0,0.0
write a review/$/$/Rainbow Motel,0.0,1.0,0.0
write a review/$/$/Travelodge Anaheim Convention Center,0.0,1.0,0.0
write a review/$/$/Courtyard Burlington Harbor,0.0,1.0,0.0
write a review/$/$/Terrace Inns Suites,0.0,1.0,0.0
write a review/$/$/Terry Peak Ski Area,0.0,1.0,0.0
write a review/$/$/Chalfant House,0.0,1.0,0.0
write a review/$/$/Budget Inn,0.0,1.0,0.0
write a review/$/$/Hitching Horse Inn,0.0,1.0,0.0
write a review/$/$/Sheraton Baltimore North Hotels,0.0,1.0,0.0
write a review/$/$/Hampton Inn & Suites Douglas,0.0,1.0,0.0
write a review/$/$/Quality Inn,0.0,1.0,0.0
write a review/$/$/Bethesda Gardens,0.0,1.0,0.0
write a review/$/$/Gateway Studios,0.0,1.0,0.0
write a review/$/$/Simpson House Inn,0.0,1.0,0.0
write a review/$/$/Roy-el Motel,0.0,1.0,0.0
write a review/$/$/Lindy Motel,0.0,1.0,0.0
write a review/$/$/Cal Neva Resort,0.0,1.0,0.0
write a review/$/$/Fairfield Inn & Suites Des Moines Airport,0.0,1.0,0.0
write a review/$/$/Cliffrose Lodge Gardens,0.0,1.0,0.0
write a review/$/$/Budget Host,0.0,1.0,0.0
write a review/$/$/Keyser Inn Inc,0.0,1.0,0.0
write a review/$/$/Bear Cove Inn,0.0,1.0,0.0
write a review/$/$/Antlers Inn,0.0,1.0,0.0
write a review/$/$/Marylander Hotel Condo,0.0,1.0,0.0
write a review/$/$/Hamton Inn New Orleans Westbank,0.0,1.0,0.0
write a review/$/$/Sky Vue Motel,0.0,1.0,0.0
write a review/$/$/Fitzgerald's Restaurant,0.0,1.0,0.0
write a review/$/$/Clarion Inn Strasburg - Lancaster,0.0,1.0,0.0
write a review/$/$/The Parkview Memphis,0.0,1.0,0.0
write a review/$/$/Homewood Suites,0.0,1.0,0.0
write a review/$/$/Hampton Inn Dublin,0.0,1.0,0.0
write a review/$/$/Agate Beach Motel,0.0,1.0,0.0
write a review/$/$/Sterling Motel,0.0,1.0,0.0
write a review/$/$/Mt. Washington Bed and Breakfast,0.0,1.0,0.0
write a review/$/$/Central House,0.0,1.0,0.0
write a review/$/$/Economy Motel,0.0,1.0,0.0
write a review/$/$/Irish House Hotel,0.0,1.0,0.0
write a review/$/$/Clubhouse At River Country Est,0.0,1.0,0.0
write a review/$/$/P K Motel,0.0,1.0,0.0
write a review/$/$/Brasstown Valley Golf Club,0.0,1.0,0.0
write a review/$/$/Calloway Inn,0.0,1.0,0.0
write a review/$/$/Twin Gables of Woodstock,0.0,1.0,0.0
write a review/$/$/Baymont Inn and Suites Boone,0.0,1.0,0.0
write a review/$/$/Holiday Inn Express Hotel and Suites Va Beach Oceanfront,0.0,1.0,0.0
write a review/$/$/Holiday Inn Express Suites Floresville,0.0,1.0,0.0
write a review/$/$/Villager Inn Motel,0.0,1.0,0.0
"write a review/$/$/La Posada Lodge & Casitas, An Ascend Hotel Collection Member",0.0,1.0,0.0
write a review/$/$/Mericana Motel,0.0,1.0,0.0
write a review/$/$/Days Inn,0.0,1.0,0.0
write a review/$/$/Marriott Springhill Marina,0.0,1.0,0.0
write a review/$/$/The Desmond House Bed & Breakfast,0.0,1.0,0.0
write a review/$/$/Pine Shadows Motel,0.0,1.0,0.0
write a review/$/$/Port-o-call Motel,0.0,1.0,0.0
write a review/$/$/Avalon Hotel Group,0.0,1.0,0.0
write a review/$/$/Liberty Lodge,0.0,1.0,0.0
write a review/$/$/Econo Lodge,0.0,1.0,0.0
write a review/$/$/Tmc Resort Rentals,0.0,1.0,0.0
write a review/$/$/West Side Motel,0.0,1.0,0.0
write a review/$/$/Rodeway Inn Near Venice Beach,0.0,1.0,0.0
write a review/$/$/Atlanta Marriott Northwest At Galleria,0.0,1.0,0.0
write a review/$/$/Busy B Ranch,0.0,1.0,0.0
write a review/$/$/Starwood Resorts Hotel,0.0,1.0,0.0
write a review/$/$/Sea View Motel,0.0,1.0,0.0
write a review/$/$/Brookside Motel,0.0,1.0,0.0
write a review/$/$/Torian Plum By Wyndham Vacation Rentals,0.0,1.0,0.0
write a review/$/$/River Oaks Golf Villas,0.0,1.0,0.0
write a review/$/$/Wakonda Hotel & Bar,0.0,1.0,0.0
write a review/$/$/Five Seasuns Bed & Breakfast Inn,0.0,1.0,0.0
write a review/$/$/Lazy T Motel,0.0,1.0,0.0
write a review/$/$/Rock A Bye Inn,0.0,1.0,0.0
write a review/$/$/Simoni's Fremont Inn,0.0,1.0,0.0
write a review/$/$/Extended Stay America Grand Rapids - Kentwood,0.0,1.0,0.0
Flo H/$/$/Little Paradise Hotel,0.0,1.0,0.0
Julie R/$/$/Little Paradise Hotel,0.0,1.0,0.0
Julie R/$/$/Holiday Inn Express & Suites Phoenix Downtown - Ballpark,0.08,0.88,0.04
martin n/$/$/Little Paradise Hotel,0.0,1.0,0.0
shetravels66/$/$/Little Paradise Hotel,0.0,1.0,0.0
Mary Ellen R/$/$/Little Paradise Hotel,0.0,1.0,0.0
Michael C/$/$/Little Paradise Hotel,0.0,1.0,0.0
Michael C/$/$/Fairfield Inn and Suites By Marriott Plainville,0.04,0.92,0.04
Michael C/$/$/Comfort Inn,0.04,0.95,0.01
Bill R/$/$/Little Paradise Hotel,0.0,1.0,0.0
EnzoTemko/$/$/Little Paradise Hotel,0.0,1.0,0.0
B C/$/$/Little Paradise Hotel,0.0,1.0,0.0
wpdesousa-mauk/$/$/Little Paradise Hotel,0.0,1.0,0.0
Chris_Audrey/$/$/Little Paradise Hotel,0.0,1.0,0.0
Sam M/$/$/Little Paradise Hotel,0.0,1.0,0.0
southseacarrie/$/$/Little Paradise Hotel,0.0,1.0,0.0
jackoNEEngland/$/$/Little Paradise Hotel,0.0,1.0,0.0
MarcvonBern/$/$/Little Paradise Hotel,0.0,1.0,0.0
laradc/$/$/Little Paradise Hotel,0.0,1.0,0.0
ptnp02/$/$/Little Paradise Hotel,0.0,1.0,0.0
Terri B/$/$/Little Paradise Hotel,0.0,1.0,0.0
Terri B/$/$/Holiday Inn Express & Suites West Monroe,0.1,0.87,0.03
clemensn0npapa/$/$/Little Paradise Hotel,0.0,1.0,0.0
Paul S/$/$/Little Paradise Hotel,0.0,1.0,0.0
Paul S/$/$/Hampton Inn and Suites Annapolis,0.06,0.93,0.01
BucketBound/$/$/Comfort Suites,0.0,1.0,0.0
BucketBound/$/$/La Quinta Inn and Suites Meridian,0.0,1.0,0.0
Wesley P/$/$/Comfort Suites,0.0,1.0,0.0
jktmrose/$/$/Comfort Suites,0.1,0.89,0.01
KatieG958/$/$/Comfort Suites,0.0,0.99,0.01
Isaac D. T/$/$/Comfort Suites,0.0,1.0,0.0
WinchesterWanderlust/$/$/Comfort Suites,0.1,0.89,0.01
Paul Z/$/$/Comfort Suites,0.0,1.0,0.0
Paul Z/$/$/La Quinta Inn and Suites Sunrise,0.72,0.27,0.01
RenLew/$/$/Comfort Suites,0.0,0.99,0.01
Jennifer R/$/$/Comfort Suites,0.07,0.92,0.01
Jennifer R/$/$/Fairfield Inn & Suites Peoria East,0.0,1.0,0.0
Jennifer R/$/$/Best Western of Long Beach,0.09,0.9,0.01
TexasTigger23/$/$/Comfort Suites,0.0,0.99,0.01
Shante W/$/$/Comfort Suites,0.0,1.0,0.0
henry l/$/$/Comfort Suites,0.1,0.89,0.01
Del C/$/$/Comfort Suites,0.0,0.99,0.01
Brandon J/$/$/Comfort Suites,0.0,0.99,0.01
Sherry B/$/$/Comfort Suites,0.0,0.99,0.01
Sherry B/$/$/Boardroom Motel,0.0,0.85,0.15
az_gal/$/$/Thunderbird Executive Inn and Conference Center,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Little Belt Inn Neihart,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Howard Johnson,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Ramada,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/The National Conference Center,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Manor Vail Lodge,0.0,1.0,0.0
"xxxxxxxxxxxxxx/$/$/The Golden Hotel, An Ascend Hotel Collection Member",0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Courtyard Hattiesburg,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Durango Travelodge,0.26,0.72,0.02
xxxxxxxxxxxxxx/$/$/Martin Mason Hotel,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Protection Motel,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Ramada Inn,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Columbia Gorge Riverside Lodge,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Econo Lodge,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Townplace Suites By Marriott,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Solstice,0.25,0.73,0.02
xxxxxxxxxxxxxx/$/$/Savaii Roberts Motels,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Super 8 Carlisle-south,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Pine Needles Golf Course,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Super 8 Elko Nv,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/La Quinta,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Old Saco Inn Bed & Breakfast,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Hotel Millersburg,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Stratford Inn,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Super 8 Longmont / Del Camino,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Lake Hill Cabins,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Holiday Inn Express Hotel and Stes Port Clinton-catawba Island,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Days Inn Bangor Airport,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Fireline Hotel,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Brooks Donald L Jr,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Regency Inn Motel,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/America's Best Value Inn,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Rideout's Lakeside Lodge Cottages,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Spruce Meadow Cabins,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Knights Inn Durango Co,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Days Inn,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Homewood Suites,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Miss Kitty's Boarding House,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Jvd Hotels,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/A Swallow's Nest Motel,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Cascabel,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Bellaire Motel Lodge,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Extended Stay America Philadelphia - Exton,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Saco River Recreational Council,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Wallowa Lake Vacation Rentals,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Chalet Leon At Hector Falls,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Juniper Lane Guest House,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Comfort Inn,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Holiday Inn Express Grove City (outlet Center),0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Boardroom Motel,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Cedar Crest Inn,0.0,1.0,0.0
xxxxxxxxxxxxxx/$/$/Magton Inc,0.0,1.0,0.0
